onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
30.467104	1.5	b_minus	n/a	0.0	n/a	-1.5587187714562991	0.554255488246141	body	house	face
73.629577	1.5	b_minus	n/a	1.0	1425493064270.0	0.8928652285437009	0.662671488246141	body	house	face
88.05502299999998	1.5	b_minus	n/a	0.0	n/a	-1.6064218114562991	0.2883585282461409	body	house	face
142.181552	1.5	b_minus	n/a	0.0	n/a	-0.15159818402416647	-0.4308490991859916	body	house	face
184.996869	1.5	b_minus	n/a	0.0	n/a	-1.1844372137269863	0.9256609705168284	body	house	face
258.619102	1.5	b_minus	n/a	0.0	n/a	-1.4451541094741482	1.32879312386399	body	house	face
265.625152	1.5	b_minus	n/a	0.0	n/a	-0.6351503201841526	0.5814520479179945	body	house	face
291.0106600000001	1.5	b_minus	n/a	1.0	1425493064300.0	1.7212513471034454	0.2526219745017566	body	house	face
318.76125	1.5	b_minus	n/a	0.0	n/a	-1.979863735709403	0.845868558618003	body	house	face
342.13544	1.5	b_minus	n/a	1.0	1425493064300.0	0.5968422014528887	0.9017004820292068	body	house	face
15.00257	1.5	b_plus	n/a	1.0	1425493064230.0	1.001281228543701	-0.005744511753859016	body	house	face
50.863136	1.5	b_plus	n/a	1.0	1425493064320.0	0.7548812285437009	-0.31934451175385914	body	house	face
94.061462	1.5	b_plus	n/a	1.0	1425493064380.0	0.31187589094370083	-0.1227391741538589	body	house	face
125.160168	1.5	b_plus	n/a	0.0	n/a	-2.035990130944299	0.11671084773414077	body	house	face
137.173402	1.5	b_plus	n/a	0.0	n/a	0.7377616309314641	-1.5847439541416222	body	house	face
146.188876	1.5	b_plus	n/a	1.0	1425493064330.0	1.998516051295175	-0.3736877121053329	body	house	face
219.830501	1.5	b_plus	n/a	1.0	1425493064360.0	1.6525655560771777	-0.9401405254313356	body	house	face
310.4251	1.5	b_plus	n/a	1.0	1425493064380.0	1.3190166150068998	-1.0080490401204178	body	house	face
326.769002	1.5	b_plus	n/a	1.0	1425493064350.0	0.9525941621498552	-0.8182678677974918	body	house	face
354.546579	1.5	b_plus	n/a	0.0	n/a	-2.446390468318183	0.5029945992355345	body	house	face
133.167172	1.5	c_minus	n/a	0.0	n/a	-0.8773041986870188	-0.12715908452313926	body	house	face
154.556612	1.5	c_minus	n/a	0.0	n/a	-1.4241690462665857	0.9797057630564276	body	house	face
163.562801	1.5	c_minus	n/a	1.0	1425493064280.0	2.172335261520936	-0.370398544731094	body	house	face
174.99071999999995	1.5	c_minus	n/a	0.0	n/a	-2.259245255413568	1.0495979722034094	body	house	face
