onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.007521	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
71.967104	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
90.324682	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
117.602762	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
129.004771	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
141.419017	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
184.430068	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
197.841621	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
218.195884	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
238.4902	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
258.83585500000004	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
274.229903	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
307.447225	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
318.843855	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
330.197204	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
339.599934	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
354.94515	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
381.164276	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
435.106472	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
456.456727	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
51.198787	1.5	b_minus	n/a	0.0	n/a	-1.520316593510106	0.5204085436002641	house	face	body
58.13965	1.5	b_minus	n/a	0.0	n/a	-0.6467165935101059	0.206808543600264	house	face	body
103.731377	1.5	b_minus	n/a	0.0	n/a	0.2968688912898944	-0.4903769411997363	house	face	body
108.666023	1.5	b_minus	n/a	0.0	n/a	0.1528450198018942	-0.23793706971173603	house	face	body
163.6533	1.5	b_minus	n/a	1.0	n/a	0.5493873872083835	1.4132236028817746	house	face	body
234.555454	1.5	b_minus	n/a	0.0	n/a	-1.7360468419939703	0.5996471696841283	house	face	body
298.564167	1.5	b_minus	n/a	1.0	936.564999991	0.8710462210471436	0.6289894151870143	house	face	body
376.231008	1.5	b_minus	n/a	0.0	n/a	-2.0007897649498223	0.6608569369433401	house	face	body
395.51618	1.5	b_minus	n/a	0.0	n/a	-1.4789878546293689	0.8894689023570056	house	face	body
421.220645	1.5	b_minus	n/a	1.0	947.372999997	1.3714680515974182	0.36919510145323065	house	face	body
23.49267	1.5	b_plus	n/a	1.0	n/a	1.039683406489894	-0.03959145639973595	house	face	body
76.437048	1.5	b_plus	n/a	1.0	n/a	1.1776674064898942	-0.7375754563997361	house	face	body
97.793959	1.5	b_plus	n/a	0.0	n/a	-2.0968746735101065	0.2905666236002644	house	face	body
145.886948	1.5	b_plus	n/a	1.0	884.0869999930002	2.789838994237734	-1.5845630441475758	house	face	body
243.953159	1.5	b_plus	n/a	1.0	893.1530000060001	0.7313188995431977	-0.20094598945303974	house	face	body
323.310164	1.5	b_plus	n/a	1.0	879.4129999969998	0.5824910545638347	-0.3490754820736767	house	face	body
334.663267	1.5	b_plus	n/a	0.0	n/a	-2.0254535112789798	0.1282078552251371	house	face	body
344.0639520000001	1.5	b_plus	n/a	1.0	879.536999995	2.287499836622159	-1.122236433235361	house	face	body
387.630096	1.5	b_plus	n/a	1.0	428.65800000400003	1.148367452357372	-0.6356000628166925	house	face	body
464.921049	1.5	b_plus	n/a	0.0	n/a	-1.7421608200841956	-0.03217003646741691	house	face	body
124.06888700000002	1.5	c_minus	n/a	0.0	n/a	-1.3831311087101057	0.3832230588002639	house	face	body
132.470603	1.5	c_minus	n/a	0.0	n/a	0.210421148313894	-0.6503291982237358	house	face	body
191.897746	1.5	c_minus	n/a	0.0	n/a	-2.5523963868960045	2.3588883369861624	house	face	body
203.3118	1.5	c_minus	n/a	1.0	915.2070000069999	2.3507329816962015	-0.4358250316060439	house	face	body
226.664154	1.5	c_minus	n/a	1.0	1029.766	-0.23764254253486303	1.080253532625021	house	face	body
268.299477	1.5	c_minus	n/a	0.0	n/a	-2.3143533557369853	0.6851536834271432	house	face	body
285.697492	1.5	c_minus	n/a	0.0	n/a	0.32216781795711985	-1.0389641817229618	house	face	body
312.912352	1.5	c_minus	n/a	0.0	n/a	0.16236596547741028	-0.4777048734838921	house	face	body
359.413823	1.5	c_minus	n/a	0.0	n/a	-0.38131131043351424	0.2426136829611508	house	face	body
441.574012	1.5	c_minus	n/a	1.0	344.17899999199994	-0.4005690113019525	2.339593547264601	house	face	body
35.381221000000004	1.5	c_plus	n/a	1.0	n/a	1.039683406489894	-0.03959145639973595	house	face	body
44.264204	1.5	c_plus	n/a	0.0	n/a	-1.520316593510106	-0.03959145639973595	house	face	body
62.07785	1.5	c_plus	n/a	1.0	813.8759999939999	1.3532834064898942	-0.03959145639973595	house	face	body
153.767358	1.5	c_plus	n/a	1.0	995.897000009	1.318830399580454	-0.7407544494902959	house	face	body
174.535579	1.5	c_plus	n/a	1.0	n/a	0.6025080834497404	-0.3481031733595824	house	face	body
290.630605	1.5	c_plus	n/a	0.0	n/a	-0.23992496558793314	-1.6480853819219088	house	face	body
365.345917	1.5	c_plus	n/a	1.0	1053.566	2.083710531219749	-0.9143835920735914	house	face	body
400.450586	1.5	c_plus	n/a	1.0	952.998000002	0.9390553413710304	-0.4244999960962321	house	face	body
410.338586	1.5	c_plus	n/a	1.0	1026.31899999	0.435407057837594	-0.2089512138661943	house	face	body
470.86122400000005	1.5	c_plus	n/a	0.0	n/a	-1.539656832953684	-0.3606511036484117	house	face	body
29.946233000000007	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
39.833015	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
67.530012	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
84.88829	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
150.336865	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
160.216722	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
169.104508	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
178.990079	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
209.764187	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
