onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.014	1.5	b_minus	n/a	0.0	n/a	-0.9583954154062256	-0.04793283862306101	house	face	body
21.023	1.5	b_minus	n/a	0.0	n/a	-0.3983954154062255	-0.04793283862306101	house	face	body
44.644	1.5	b_minus	n/a	0.0	n/a	-0.15199541540622558	-0.04793283862306101	house	face	body
100.501	1.5	b_minus	n/a	0.0	n/a	-0.04357941540622552	-0.04793283862306101	house	face	body
113.516	1.5	b_minus	n/a	1.0	1046.0	2.1431534392344145	-0.18696265326370115	house	face	body
250.453	1.5	b_minus	n/a	0.0	n/a	-2.557539049954768	1.4147191735254805	house	face	body
269.073	1.5	b_minus	n/a	0.0	n/a	-1.8895895062078607	1.383204938322574	house	face	body
278.086	1.5	b_minus	n/a	1.0	917.0	1.1918791846410548	0.5817677832330187	house	face	body
336.156	1.5	b_minus	n/a	0.0	n/a	-1.919947054129444	0.6968078977376356	house	face	body
340.163	1.5	b_minus	n/a	1.0	1054.0	1.1785218635555583	0.27975308537564564	house	face	body
108.508	1.5	b_plus	n/a	0.0	n/a	-0.20666294155022552	-0.7996653124790609	house	face	body
140.738	1.5	b_plus	n/a	1.0	738.0	0.8945293291322958	0.6591424168384177	house	face	body
200.597	1.5	b_plus	n/a	0.0	n/a	-0.6649259272379984	-0.6550023267912883	house	face	body
224.22	1.5	b_plus	n/a	1.0	930.0	2.2067946298141816	-0.7911068838434682	house	face	body
239.83900000000003	1.5	b_plus	n/a	1.0	903.0	0.4511366112923737	0.1682221746783396	house	face	body
258.461	1.5	b_plus	n/a	1.0	846.0	1.447981176737126	-1.1790071331664127	house	face	body
287.698	1.5	b_plus	n/a	1.0	860.0	0.7993006713728407	-0.6844959144581273	house	face	body
306.318	1.5	b_plus	n/a	1.0	834.0	0.12959698343254206	-0.08262671264646862	house	face	body
325.545	1.5	b_plus	n/a	1.0	611.0	0.031045496733122326	-0.013922399843650554	house	face	body
362.385	1.5	b_plus	n/a	0.0	n/a	-1.975235239977032	-0.020774419648001016	house	face	body
69.27199999999999	1.5	c_minus	n/a	0.0	n/a	-0.7532114154062256	-0.25311683862306106	house	face	body
87.89	1.5	c_minus	n/a	1.0	950.0	1.2128251669937744	0.3408465789769391	house	face	body
155.35299999999995	1.5	c_minus	n/a	0.0	n/a	-2.4768843814985178	1.1569561274692308	house	face	body
159.359	1.5	c_minus	n/a	1.0	900.0	2.3438232605248497	-0.9281355145541362	house	face	body
174.972	1.5	c_minus	n/a	0.0	n/a	-2.234661656517955	0.8540204424886683	house	face	body
217.215	1.5	c_minus	n/a	0.0	n/a	-0.10197824362157322	-0.5090477128077133	house	face	body
234.833	1.5	c_minus	n/a	0.0	n/a	-1.153671901343812	0.8812766582585257	house	face	body
274.08	1.5	c_minus	n/a	0.0	n/a	-0.8318710636452077	0.7084733344312811	house	face	body
298.31	1.5	c_minus	n/a	0.0	n/a	-0.2778881462138248	0.22004932310329656	house	face	body
351.773	1.5	c_minus	n/a	1.0	851.0	0.8985727213446458	1.0724343742303208	house	face	body
30.031	1.5	c_plus	n/a	1.0	943.0	1.0416045845937745	-0.04793283862306101	house	face	body
52.653	1.5	c_plus	n/a	1.0	699.0	0.4816045845937744	-0.04793283862306101	house	face	body
65.26600000000002	1.5	c_plus	n/a	0.0	n/a	-1.7647954154062255	-0.04793283862306101	house	face	body
74.278	1.5	c_plus	n/a	1.0	877.0	1.6918855445937746	-0.4930297986230611	house	face	body
130.127	1.5	c_plus	n/a	1.0	926.0	0.11184468084977432	0.41210802512093897	house	face	body
179.979	1.5	c_plus	n/a	1.0	868.0	1.4683306844592643	-1.241335316088551	house	face	body
194.591	1.5	c_plus	n/a	0.0	n/a	-1.33063593146541	-0.5730299287078767	house	face	body
206.603	1.5	c_plus	n/a	1.0	1099.0	1.4378187575277332	-0.2789755582603796	house	face	body
314.932	1.5	c_plus	n/a	1.0	898.0	2.073762328876445	-1.5674151434552104	house	face	body
369.392	1.5	c_plus	n/a	0.0	n/a	-1.5441481645023392	-0.2366028961687183	house	face	body
41.13800000000001	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
58.75899999999999	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
80.383	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
95.995	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
122.622	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
135.232	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
147.845	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
167.465	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
186.085	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
213.708	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
230.325	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
244.946	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
263.566	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
283.191	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
292.802	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
310.425	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
319.039	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
331.65	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
346.267	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
357.879	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
