onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.007736	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
70.62724399999999	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
91.88266999999998	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
114.012329	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
125.351012	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
134.69141399999998	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
185.393454	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
194.735446	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
209.990383	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
232.151247	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
255.409782	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
266.750717	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
295.811234	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
308.161883	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
321.425693	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
330.767735	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
354.031682	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
390.07916	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
456.680616	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
479.93644400000005	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
51.001261	1.5	b_minus	n/a	0.0	n/a	-1.520316593510106	0.5204085436002641	house	face	body
54.899516	1.5	b_minus	n/a	0.0	n/a	-0.6467165935101059	0.206808543600264	house	face	body
102.223688	1.5	b_minus	n/a	0.0	n/a	0.2968688912898944	-0.4903769411997363	house	face	body
108.121124	1.5	b_minus	n/a	0.0	n/a	0.1528450198018942	-0.23793706971173603	house	face	body
163.766463	1.5	b_minus	n/a	1.0	1150.478	0.5493873872083835	1.4132236028817746	house	face	body
223.256484	1.5	b_minus	n/a	0.0	n/a	-1.7360468419939703	0.5996471696841283	house	face	body
282.996258	1.5	b_minus	n/a	1.0	1036.203	0.8710462210471436	0.6289894151870143	house	face	body
381.183055	1.5	b_minus	n/a	0.0	n/a	-2.0007897649498223	0.6608569369433401	house	face	body
407.345577	1.5	b_minus	n/a	0.0	n/a	-1.4789878546293689	0.8894689023570056	house	face	body
445.86298099999993	1.5	b_minus	n/a	1.0	n/a	1.3714680515974182	0.36919510145323065	house	face	body
21.488641	1.5	b_plus	n/a	1.0	n/a	1.039683406489894	-0.03959145639973595	house	face	body
77.071308	1.5	b_plus	n/a	1.0	832.8989999989999	1.1776674064898942	-0.7375754563997361	house	face	body
97.331088	1.5	b_plus	n/a	0.0	n/a	-2.0968746735101065	0.2905666236002644	house	face	body
140.142175	1.5	b_plus	n/a	1.0	906.1329999980001	2.789838994237734	-1.5845630441475758	house	face	body
240.600138	1.5	b_plus	n/a	1.0	894.155	0.7313188995431977	-0.20094598945303974	house	face	body
312.611036	1.5	b_plus	n/a	1.0	878.536999998	0.5824910545638347	-0.3490754820736767	house	face	body
324.87302	1.5	b_plus	n/a	0.0	n/a	-2.0254535112789798	0.1282078552251371	house	face	body
336.217643	1.5	b_plus	n/a	1.0	903.7230000010001	2.287499836622159	-1.122236433235361	house	face	body
393.530546	1.5	b_plus	n/a	1.0	885.185000001	1.148367452357372	-0.6356000628166925	house	face	body
484.386234	1.5	b_plus	n/a	0.0	n/a	-1.7421608200841956	-0.03217003646741691	house	face	body
119.460017	1.5	c_minus	n/a	0.0	n/a	-1.3831311087101057	0.3832230588002639	house	face	body
130.797316	1.5	c_minus	n/a	0.0	n/a	0.210421148313894	-0.6503291982237358	house	face	body
190.841461	1.5	c_minus	n/a	0.0	n/a	-2.5523963868960045	2.3588883369861624	house	face	body
