onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
25.913870000000006	1.5	b_minus	n/a	0.0	n/a	-1.5587187714562991	0.554255488246141	body	house	face
66.499991	1.5	b_minus	n/a	1.0	1004.494	0.8928652285437009	0.662671488246141	body	house	face
79.388077	1.5	b_minus	n/a	0.0	n/a	-1.6064218114562991	0.2883585282461409	body	house	face
142.71105500000002	1.5	b_minus	n/a	0.0	n/a	-0.15159818402416647	-0.4308490991859916	body	house	face
182.30017800000005	1.5	b_minus	n/a	0.0	n/a	-1.1844372137269863	0.9256609705168284	body	house	face
252.585104	1.5	b_minus	n/a	0.0	n/a	-1.4451541094741482	1.32879312386399	body	house	face
258.515357	1.5	b_minus	n/a	0.0	n/a	-0.6351503201841526	0.5814520479179945	body	house	face
278.268136	1.5	b_minus	n/a	1.0	967.535000012	1.7212513471034454	0.2526219745017566	body	house	face
304.978525	1.5	b_minus	n/a	0.0	n/a	-1.979863735709403	0.845868558618003	body	house	face
320.793838	1.5	b_minus	n/a	1.0	893.7890000030002	0.5968422014528887	0.9017004820292068	body	house	face
15.00382	1.5	b_plus	n/a	1.0	1031.769	1.001281228543701	-0.005744511753859016	body	house	face
39.732447	1.5	b_plus	n/a	1.0	880.3779999960001	0.7548812285437009	-0.31934451175385914	body	house	face
85.320361	1.5	b_plus	n/a	1.0	901.766999997	0.31187589094370083	-0.1227391741538589	body	house	face
123.909462	1.5	b_plus	n/a	0.0	n/a	-2.035990130944299	0.11671084773414077	body	house	face
136.77486499999998	1.5	b_plus	n/a	0.0	n/a	0.7377616309314641	-1.5847439541416222	body	house	face
148.648624	1.5	b_plus	n/a	1.0	n/a	1.998516051295175	-0.3736877121053329	body	house	face
219.93664500000003	1.5	b_plus	n/a	1.0	n/a	1.6525655560771777	-0.9401405254313356	body	house	face
295.09833	1.5	b_plus	n/a	1.0	n/a	1.3190166150068998	-1.0080490401204178	body	house	face
311.904969	1.5	b_plus	n/a	1.0	879.033999992	0.9525941621498552	-0.8182678677974918	body	house	face
330.677309	1.5	b_plus	n/a	0.0	n/a	-2.446390468318183	0.5029945992355345	body	house	face
131.842624	1.5	c_minus	n/a	0.0	n/a	-0.8773041986870188	-0.12715908452313926	body	house	face
158.53666299999998	1.5	c_minus	n/a	0.0	n/a	-1.4241690462665857	0.9797057630564276	body	house	face
166.474071	1.5	c_minus	n/a	1.0	n/a	2.172335261520936	-0.370398544731094	body	house	face
176.358559	1.5	c_minus	n/a	0.0	n/a	-2.259245255413568	1.0495979722034094	body	house	face
186.233448	1.5	c_minus	n/a	1.0	n/a	2.2725444066185734	-0.8072886498287313	body	house	face
213.997324	1.5	c_minus	n/a	0.0	n/a	-2.9460416855124025	1.5882547799022444	body	house	face
239.764529	1.5	c_minus	n/a	0.0	n/a	-0.6709390974186396	0.0710134203524814	body	house	face
273.32885	1.5	c_minus	n/a	0.0	n/a	-1.8985238303933305	1.6320570938865324	body	house	face
288.162946	1.5	c_minus	n/a	0.0	n/a	0.2292578356161448	-0.34900263827682443	body	house	face
341.554113	1.5	c_minus	n/a	1.0	984.336000003	2.4034043339003635	-0.458591485668751	body	house	face
31.849399	1.5	c_plus	n/a	1.0	897.2210000010001	1.001281228543701	-0.005744511753859016	body	house	face
54.61499600000001	1.5	c_plus	n/a	1.0	806.143999996	0.4412812285437009	-0.005744511753859016	body	house	face
99.209508	1.5	c_plus	n/a	1.0	449.58999998900003	0.19488122854370094	-0.005744511753859016	body	house	face
107.092914	1.5	c_plus	n/a	1.0	1225.55900001	0.08646522854370088	-0.005744511753859016	body	house	face
118.974646	1.5	c_plus	n/a	0.0	n/a	-1.9612378114562992	-0.005744511753859016	body	house	face
203.115437	1.5	c_plus	n/a	1.0	904.185000001	1.206230036913555	-0.07420169772371274	body	house	face
230.830514	1.5	c_plus	n/a	0.0	n/a	0.1819595360978548	-1.6863665054520127	body	house	face
245.702493	1.5	c_plus	n/a	1.0	843.0840000019998	2.4572230664064394	-1.1216615715199574	body	house	face
264.44832	1.5	c_plus	n/a	1.0	887.6849999880002	1.0818956372033055	-0.4967480180509422	body	house	face
335.6126930000001	1.5	c_plus	n/a	0.0	n/a	-0.5870244986019041	-1.1580099875687446	body	house	face
18.473892	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
36.297098	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
48.178982	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
60.061974	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
71.94811700000001	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
89.771692	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
103.662134	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
112.538562	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
153.101115	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
171.92158500000005	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
195.68138	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
208.567701	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
223.390063	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	body	house	face
249.151233	1.0	feedback	1.0	0.0	n/a	n/a	n/a	body	house	face
