onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
95.083481	1.5	b_minus	n/a	0.0	n/a	-2.0954755412311745	1.09468186620315	face	body	house
168.287799	1.5	b_minus	n/a	1.0	916.5929999960001	0.5439335578629233	1.0152727671090522	face	body	house
204.870388	1.5	b_minus	n/a	0.0	n/a	-2.265379917895188	0.9509862428671632	face	body	house
215.720253	1.5	b_minus	n/a	0.0	n/a	-1.0258961343297404	0.44711845930171584	face	body	house
260.179469	1.5	b_minus	n/a	1.0	993.3019999969999	0.18819678300664602	1.5566965819653291	face	body	house
269.048502	1.5	b_minus	n/a	0.0	n/a	-1.9463223859329335	0.7136310085049091	face	body	house
280.899259	1.5	b_minus	n/a	0.0	n/a	-0.8855108202663484	0.3426821561823241	face	body	house
296.694524	1.5	b_minus	n/a	0.0	n/a	-0.4187537313730511	0.17946466116038665	face	body	house
322.4146140000001	1.5	b_minus	n/a	0.0	n/a	-0.21338061226000016	0.10764896335073418	face	body	house
327.345205	1.5	b_minus	n/a	1.0	877.895000007	1.876983560149742	0.07605005631448727	face	body	house
15.003943	1.5	b_plus	n/a	0.0	n/a	-1.052016018671175	0.05122234364315007	face	body	house
23.88064	1.5	b_plus	n/a	1.0	850.0750000039999	2.0679839813288257	-0.50877765635685	face	body	house
55.548081	1.5	b_plus	n/a	1.0	565.900000001	-0.30641601867117496	0.9920223436431505	face	body	house
86.214327	1.5	b_plus	n/a	1.0	842.410000006	0.9457045573288256	-0.6444822323568503	face	body	house
102.010319	1.5	b_plus	n/a	1.0	826.062000002	0.9725948448424256	-0.8405014798704502	face	body	house
125.750426	1.5	b_plus	n/a	1.0	401.455999992	-0.1749693222928067	0.2326459448647822	face	body	house
181.156122	1.5	b_plus	n/a	0.0	n/a	-1.3596829973663525	-0.6153837467176722	face	body	house
187.079408	1.5	b_plus	n/a	1.0	815.3490000060001	2.1049040187722468	-0.9743778441849112	face	body	house
236.440982	1.5	b_plus	n/a	1.0	543.9520000069999	2.325269601743844	-1.82828254294111	face	body	house
338.214703	1.5	b_plus	n/a	0.0	n/a	-0.0004091289002074033	-1.7813610232422834	face	body	house
66.416867	1.5	c_minus	n/a	1.0	954.418000003	0.25806398132882546	0.74114234364315	face	body	house
79.28650400000002	1.5	c_minus	n/a	0.0	n/a	-2.089225618671174	0.5284319436431502	face	body	house
135.61961200000002	1.5	c_minus	n/a	0.0	n/a	-1.8579274253306768	1.1707337503026525	face	body	house
