onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.004778	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
53.167097	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
68.505085	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
97.765485	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
117.103816	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
132.43979199999998	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
151.77277	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
163.17094	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
176.498845	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
192.842177	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
205.23212	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
241.424918	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
282.472478	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
316.615992	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
338.877463	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
352.213669	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
364.608297	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
401.679583	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
444.684921	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
463.951366	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
91.837386	1.5	b_minus	n/a	0.0	n/a	-1.3536903354793526	0.35025571659935256	face	body	house
171.568916	1.5	b_minus	n/a	0.0	n/a	-0.8628643163422263	0.4194296974622263	face	body	house
232.497223	1.5	b_minus	n/a	0.0	n/a	-1.5593348277180443	1.3623002088380445	face	body	house
265.689712	1.5	b_minus	n/a	0.0	n/a	-0.6652861296643771	0.5766675107843771	face	body	house
271.61769	1.5	b_minus	n/a	0.0	n/a	-0.2719047025207632	0.2309891236407632	face	body	house
299.813901	1.5	b_minus	n/a	1.0	980.933999999	1.9011831254224267	0.0788906332975732	face	body	house
