onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.003161	1.5	b_minus	n/a	0.0	n/a	-0.9583954154062256	-0.04793283862306101	house	face	body
19.011078	1.5	b_minus	n/a	0.0	n/a	-0.3983954154062255	-0.04793283862306101	house	face	body
35.382475	1.5	b_minus	n/a	0.0	n/a	-0.15199541540622558	-0.04793283862306101	house	face	body
93.208366	1.5	b_minus	n/a	0.0	n/a	-0.04357941540622552	-0.04793283862306101	house	face	body
107.220861	1.5	b_minus	n/a	1.0	1425611504230.0	2.1431534392344145	-0.18696265326370115	house	face	body
246.460429	1.5	b_minus	n/a	0.0	n/a	-2.557539049954768	1.4147191735254805	house	face	body
262.793151	1.5	b_minus	n/a	0.0	n/a	-1.8895895062078607	1.383204938322574	house	face	body
283.807741	1.5	b_minus	n/a	1.0	1425611504120.0	1.1918791846410548	0.5817677832330187	house	face	body
339.624259	1.5	b_minus	n/a	0.0	n/a	-1.919947054129444	0.6968078977376356	house	face	body
343.632727	1.5	b_minus	n/a	1.0	1425611504380.0	1.1785218635555583	0.27975308537564564	house	face	body
101.215376	1.5	b_plus	n/a	0.0	n/a	-0.20666294155022552	-0.7996653124790609	house	face	body
130.59076399999998	1.5	b_plus	n/a	1.0	1425611504200.0	0.8945293291322958	0.6591424168384177	house	face	body
187.772805	1.5	b_plus	n/a	0.0	n/a	-0.6649259272379984	-0.6550023267912883	house	face	body
211.744429	1.5	b_plus	n/a	1.0	1425611504270.0	2.2067946298141816	-0.7911068838434682	house	face	body
235.110966	1.5	b_plus	n/a	1.0	1425611504280.0	0.4511366112923737	0.1682221746783396	house	face	body
252.46774900000003	1.5	b_plus	n/a	1.0	1425611504310.0	1.447981176737126	-1.1790071331664127	house	face	body
294.315477	1.5	b_plus	n/a	1.0	1425611504250.0	0.7993006713728407	-0.6844959144581273	house	face	body
308.70325	1.5	b_plus	n/a	1.0	1425611504290.0	0.12959698343254206	-0.08262671264646862	house	face	body
330.813301	1.5	b_plus	n/a	1.0	1425611504720.0	0.031045496733122326	-0.013922399843650554	house	face	body
364.71053	1.5	b_plus	n/a	0.0	n/a	-1.975235239977032	-0.020774419648001016	house	face	body
59.407277	1.5	c_minus	n/a	0.0	n/a	-0.7532114154062256	-0.25311683862306106	house	face	body
78.806055	1.5	c_minus	n/a	1.0	1425611504220.0	1.2128251669937744	0.3408465789769391	house	face	body
149.011112	1.5	c_minus	n/a	0.0	n/a	-2.4768843814985178	1.1569561274692308	house	face	body
154.018195	1.5	c_minus	n/a	1.0	1425611504260.0	2.3438232605248497	-0.9281355145541362	house	face	body
162.380469	1.5	c_minus	n/a	0.0	n/a	-2.234661656517955	0.8540204424886683	house	face	body
205.736942	1.5	c_minus	n/a	0.0	n/a	-0.10197824362157322	-0.5090477128077133	house	face	body
228.103769	1.5	c_minus	n/a	0.0	n/a	-1.153671901343812	0.8812766582585257	house	face	body
274.8003	1.5	c_minus	n/a	0.0	n/a	-0.8318710636452077	0.7084733344312811	house	face	body
303.695855	1.5	c_minus	n/a	0.0	n/a	-0.2778881462138248	0.22004932310329656	house	face	body
353.886898	1.5	c_minus	n/a	1.0	1425611504710.0	0.8985727213446458	1.0724343742303208	house	face	body
26.019167000000003	1.5	c_plus	n/a	1.0	1425611504260.0	1.0416045845937745	-0.04793283862306101	house	face	body
42.392902	1.5	c_plus	n/a	1.0	1425611504510.0	0.4816045845937744	-0.04793283862306101	house	face	body
54.399944	1.5	c_plus	n/a	0.0	n/a	-1.7647954154062255	-0.04793283862306101	house	face	body
66.414472	1.5	c_plus	n/a	1.0	1425611504230.0	1.6918855445937746	-0.4930297986230611	house	face	body
116.613421	1.5	c_plus	n/a	1.0	1425611504550.0	0.11184468084977432	0.41210802512093897	house	face	body
169.38828600000005	1.5	c_plus	n/a	1.0	1425611504250.0	1.4683306844592643	-1.241335316088551	house	face	body
178.765867	1.5	c_plus	n/a	0.0	n/a	-1.33063593146541	-0.5730299287078767	house	face	body
195.780344	1.5	c_plus	n/a	1.0	1425611504570.0	1.4378187575277332	-0.2789755582603796	house	face	body
318.050721	1.5	c_plus	n/a	1.0	1425611504770.0	2.073762328876445	-1.5674151434552104	house	face	body
368.716643	1.5	c_plus	n/a	0.0	n/a	-1.5441481645023392	-0.2366028961687183	house	face	body
29.874924	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
49.892157	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
70.29779	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
88.701267	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
113.106953	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
123.083542	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
136.503828	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
158.872772	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
