onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.006625	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
44.87916	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
61.607375	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
86.99826999999998	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
101.737477	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
124.46891	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
146.201439	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
161.185265	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
178.84033300000004	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
190.569493	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
200.559092	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
229.597284	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
266.974201	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
301.768073	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
325.158221	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
347.883932	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
357.868615	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
404.311962	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
451.501937	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
474.897262	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
80.336653	1.5	b_minus	n/a	0.0	n/a	-1.3536903354793526	0.35025571659935256	face	body	house
172.17893600000005	1.5	b_minus	n/a	0.0	n/a	-0.8628643163422263	0.4194296974622263	face	body	house
222.94043	1.5	b_minus	n/a	0.0	n/a	-1.5593348277180443	1.3623002088380445	face	body	house
253.993018	1.5	b_minus	n/a	0.0	n/a	-0.6652861296643771	0.5766675107843771	face	body	house
259.657395	1.5	b_minus	n/a	0.0	n/a	-0.2719047025207632	0.2309891236407632	face	body	house
284.704206	1.5	b_minus	n/a	1.0	n/a	1.9011831254224267	0.0788906332975732	face	body	house
314.756656	1.5	b_minus	n/a	1.0	946.6249999910001	1.8147230814631368	-0.9454140141991374	face	body	house
386.255031	1.5	b_minus	n/a	0.0	n/a	-1.8581491176249771	0.2387217206483372	face	body	house
419.040697	1.5	b_minus	n/a	0.0	n/a	-1.5867239719227215	0.8722525306801999	face	body	house
440.097984	1.5	b_minus	n/a	1.0	868.079999994	1.3226626468855651	0.3610465323949253	face	body	house
20.424944	1.5	b_plus	n/a	0.0	n/a	-0.9628192954793526	-0.040615323400647406	face	body	house
67.93794399999999	1.5	b_plus	n/a	1.0	865.9020000139999	1.7351647045206473	-0.1785993234006473	face	body	house
